UserID,LengthOfScreenName,LengthOfDescriptionInUserProfile,NumberOfFollowings,NumberOfFollowers,NumberOfTweets,Longevity,FollowRatio,TweetsPerDay,LinkAverage,UniqueLinkAverage,MentionAverage,UniqueMentionAverage,Compression_Ratio,FollowingChangeRate,label,Similarity
14183100,4,67,94,146,635,608,0.6438356164383562,1.044407894736842,0.035,0.015,0.47,0.17,2.816532258064516,0.2191687352197311,0,0.015530258771728
14183901,8,49,117,143,1479,616,0.8181818181818182,2.4009740259740258,0.075,0.03,0.48,0.195,2.836032388663968,0.0934538627031995,0,0.0295658067608657
14188624,13,47,104,114,790,606,0.912280701754386,1.3036303630363035,1.135,0.035,0.0,0.0,3.0703296703296705,0.0660818600455089,0,0.0160621774899085
14190892,8,51,0,24,1898,601,0.0,3.158069883527454,0.08,0.035,0.64,0.295,2.2460526315789475,0.0,0,0.0332934315823767
14191090,12,155,520,663,21624,608,0.7843137254901961,35.56578947368421,0.4060913705583756,0.0558375634517766,0.9035532994923858,0.482233502538071,3.1044444444444443,0.5409033362939942,0,0.0207538061325002
14191599,8,155,224,290,1674,606,0.7724137931034483,2.762376237623762,0.055,0.015,0.495,0.26,2.568014705882353,0.1321637200910179,0,0.0204000510661288
14193779,13,53,602,726,2373,606,0.8292011019283747,3.915841584158416,0.23,0.065,0.35,0.16,2.5307971014492754,0.4231303597120439,0,0.0232621479067334
14194464,8,7,96,105,576,603,0.9142857142857144,0.9552238805970148,1.0,0.015,0.005,0.005,2.8052208835341363,0.1477635311413854,0,0.0218233202152692
14195044,12,79,312,514,4001,615,0.6070038910505836,6.505691056910569,0.025,0.015,0.5,0.165,2.8551020408163263,0.0,0,0.0664902247818585
14197059,11,156,735,1073,94642,614,0.684995340167754,154.1400651465798,0.215,0.025,0.68,0.35,3.078212290502793,0.5075843982998097,0,0.0148328551682823
14197334,10,106,2279,2268,532,603,1.0048500881834217,0.8822553897180763,0.21,0.08,0.35,0.255,2.650853889943074,0.2382615347721177,0,0.0199569179496172
14199236,3,86,227,258,2420,614,0.8798449612403101,3.941368078175896,0.9748743718592964,0.0954773869346733,1.065326633165829,0.4170854271356783,2.7450980392156863,0.1618668383655077,0,0.0112911127192707
14199378,11,124,71,15661,2220,606,0.0045335546899942,3.663366336633664,0.1507537688442211,0.0402010050251256,0.8894472361809045,0.4170854271356783,2.6433962264150943,0.0934538627031995,0,0.0272309147612971
14201559,13,160,579,376,1843,613,1.5398936170212767,3.00652528548124,0.0,0.0,0.0,0.0,2.54,0.7818911124897079,0,0.0260607447340801
14203281,13,0,22,583,104505,600,0.0377358490566037,174.175,0.245,0.04,0.205,0.055,2.9731543624161074,0.0,0,0.1889690402449376
14205397,14,0,51,59,1475,608,0.864406779661017,2.4259868421052637,0.1,0.025,0.815,0.49,2.601489757914339,0.0934538627031995,0,0.0249815695208246
14206027,7,59,470,630,1217,609,0.746031746031746,1.9983579638752047,0.2040816326530612,0.0510204081632653,0.8418367346938775,0.2551020408163265,2.49288256227758,0.4530344078240516,0,0.022363663252096
14210174,11,90,103,296,4335,599,0.3479729729729729,7.237061769616027,0.3065326633165829,0.0552763819095477,0.7236180904522613,0.2211055276381909,2.5822550831792976,0.4625730203185628,0,0.0238803730225127
14214093,11,28,125,170,301,602,0.7352941176470589,0.5,0.505,0.05,0.37,0.2,2.845213849287169,0.1748361678529921,0,0.0315154295352704
14214654,15,124,24,1149,3292,599,0.02088772845953,5.495826377295493,0.06,0.025,0.84,0.35,2.576427255985267,0.1982455801365269,0,0.0171197446251952
14215368,14,30,992,1247,6618,613,0.7955092221331195,10.796084828711257,0.233502538071066,0.1370558375634517,0.649746192893401,0.2436548223350254,2.7972166998011927,0.5684576543626565,0,0.0172712716206162
14218314,5,21,183,1208,2729,613,0.1514900662251655,4.451876019575857,0.045,0.03,0.695,0.285,2.602870813397129,0.1748361678529921,0,0.0199173201527392
14219768,10,66,156,254,743,610,0.6141732283464567,1.218032786885246,0.05,0.015,0.43,0.155,2.9472573839662446,0.4625730203185628,0,0.0344641375580203
14221094,5,10,324,385,16408,596,0.8415584415584415,27.53020134228188,0.08,0.04,0.74,0.125,2.7301927194860816,0.343371417172432,0,0.0047715935655634
14221685,8,15,78,107,1162,608,0.7289719626168224,1.911184210526316,0.2663316582914573,0.0201005025125628,1.1105527638190955,0.6381909547738693,2.6813819577735125,0.1869077254063991,0,0.0381920791730125
14222176,8,152,521,2361,6844,604,0.2206692079627276,11.331125827814567,0.1959798994974874,0.0351758793969849,0.3015075376884422,0.185929648241206,2.650853889943074,0.4126810837146467,0,0.0277686139938206
14227472,5,81,1810,1147,1988,604,1.5780296425457716,3.2913907284768213,0.075,0.01,0.47,0.095,2.6308851224105463,0.2880441499395717,0,0.0250655309834917
14228222,8,69,742,590,8993,610,1.2576271186440675,14.742622950819673,0.1155778894472361,0.0402010050251256,0.4371859296482412,0.1658291457286432,3.189054726368159,0.2880441499395717,0,0.007805100906285
14229703,5,53,88,112,1124,610,0.7857142857142857,1.842622950819672,0.1105527638190954,0.0351758793969849,0.5326633165829145,0.1507537688442211,2.580110497237569,0.0934538627031995,0,0.0175423719893993
14231112,9,81,270,221,2463,600,1.2217194570135748,4.105,0.345,0.045,0.305,0.185,3.691292875989446,0.2472556797710404,0,0.0213253746471768
14235793,10,50,119,152,3213,600,0.7828947368421053,5.355,0.235,0.035,0.88,0.3,2.9660297239915074,0.2643274401820359,0,0.0135958137925872
14236489,12,81,528,825,2118,598,0.64,3.5418060200668897,0.305,0.045,0.41,0.105,2.75,0.1748361678529921,0,0.0323189023212637
14238635,12,36,166,82,1055,608,2.024390243902439,1.7351973684210529,1.0,0.015,0.0,0.0,2.812877263581489,0.2089691897642864,0,0.0162669513925683
14239440,5,0,695,1471,9578,598,0.4724677090414684,16.016722408026755,0.18,0.04,0.87,0.165,3.2488372093023257,0.0,0,0.1454820906609949
14242344,14,20,57,44,1058,595,1.2954545454545454,1.7781512605042016,0.041025641025641,0.0153846153846153,0.7846153846153846,0.2666666666666666,3.4324324324324325,0.1748361678529921,0,0.0310821380420931
14245492,12,86,162,369,3064,598,0.4390243902439024,5.1237458193979935,0.0,0.0,0.09,0.04,3.0369565217391306,0.1477635311413854,0,0.0198760646317129
14246846,11,0,125,98,1065,599,1.2755102040816326,1.7779632721202003,0.165,0.085,0.87,0.32,2.78727634194831,0.1477635311413854,0,0.0183905307726117
14247612,14,53,129,294,5533,600,0.4387755102040816,9.221666666666666,0.375,0.03,0.445,0.22,2.619850187265917,0.2289142781149546,0,0.0111836978924275
14247924,11,125,141,635,9744,594,0.2220472440944882,16.404040404040405,0.065,0.035,0.415,0.225,2.5492700729927007,0.2289142781149546,0,0.0230954446955021
14248694,8,38,255,181,3848,596,1.408839779005525,6.456375838926174,0.015,0.005,0.16,0.04,2.874485596707819,0.3028251257220228,0,0.0226379275987545
14249089,8,56,23,11,34,606,2.090909090909091,0.0561056105610561,0.2647058823529412,0.1470588235294117,5.970588235294118,1.6470588235294117,3.4168734491315136,0.0660818600455089,0,0.0358721379258622
14253243,13,51,1081,1245,6161,598,0.8682730923694779,10.30267558528428,0.115,0.03,0.52,0.165,2.6865384615384613,0.343371417172432,0,0.0510974624377872
14253911,12,37,149,132,1321,606,1.128787878787879,2.17986798679868,0.26,0.025,0.33,0.14,2.7828685258964145,0.2191687352197311,0,0.0204506282736375
14254161,11,48,85,346,8024,597,0.245664739884393,13.440536013400337,0.1,0.045,0.995,0.395,3.0703296703296705,0.3619452538882463,0,0.0147479517113575
14262730,8,63,391,412,6109,596,0.9490291262135924,10.25,0.155,0.03,0.985,0.245,2.8923395445134576,0.2191687352197311,0,0.026664386741228
14263004,4,93,176,124,4011,603,1.4193548387096775,6.651741293532338,0.97,0.005,0.75,0.05,2.5527272727272727,0.1477635311413854,0,0.0357139669985715
14263453,6,0,28,49,383,603,0.5714285714285714,0.6351575456053068,0.1,0.035,1.05,0.335,2.788423153692615,0.0,0,0.0814053331838687
14266199,7,51,378,408,7778,593,0.9264705882352942,13.116357504215852,0.015,0.005,0.77,0.13,2.89648033126294,0.6406874037664375,0,0.0231093555590954
14268181,4,0,45,90,447,596,0.5,0.75,1.0,0.005,0.0,0.0,2.882474226804124,0.1982455801365269,0,0.0212997588636265
14270645,12,38,178,1090,6085,596,0.163302752293578,10.20973154362416,0.075,0.03,1.745,0.985,2.611214953271028,0.0660818600455089,0,0.0344734312194488
14271227,8,138,8379,8693,18957,599,0.9638789830898424,31.647746243739565,0.0985915492957746,0.0352112676056338,0.647887323943662,0.3169014084507042,3.0369565217391306,2.7238234109059136,0,0.0326254385372136
14271290,9,0,191,133,1320,605,1.43609022556391,2.1818181818181817,0.015,0.015,0.435,0.205,2.6711281070745696,0.3679282253909059,0,0.0326665587546217
14272657,7,54,348,293,2301,601,1.187713310580205,3.828618968386024,0.075,0.035,0.58,0.12,3.5437352245862885,0.2559339434426655,0,0.0051914375406837
14274545,7,18,201,179,6263,598,1.1229050279329609,10.47324414715719,0.3060109289617486,0.0491803278688524,0.9016393442622952,0.1584699453551912,2.8132530120481927,0.3369526938665577,0,0.0158956653249315
14275183,9,33,56,40,1032,604,1.4,1.7086092715231789,0.1658291457286432,0.0402010050251256,0.3517587939698492,0.1155778894472361,2.6273408239700373,0.2382615347721177,0,0.0190683128868747
14276898,8,24,44,79,2442,603,0.5569620253164557,4.049751243781095,0.195,0.025,0.395,0.105,2.3720657276995305,0.1477635311413854,0,0.0064180597459491
14278702,6,0,76,51,555,604,1.4901960784313726,0.9188741721854304,0.1979695431472081,0.0862944162436548,0.8730964467005076,0.4416243654822335,2.8421052631578947,0.1321637200910179,0,0.0219233392757098
14281436,4,35,109,145,835,604,0.7517241379310344,1.3824503311258278,0.21,0.06,0.725,0.33,2.833671399594321,0.1477635311413854,0,0.0170415917995401
14282045,10,0,378,563,14722,590,0.6714031971580817,24.95254237288136,0.0,0.0,0.3282828282828283,0.202020202020202,2.3158660844250365,0.2880441499395717,0,0.0089044615385155
14283832,10,87,649,892,4256,598,0.7275784753363229,7.117056856187291,0.0050761421319796,0.0050761421319796,0.233502538071066,0.0253807106598984,2.6711281070745696,0.1144571390574773,0,0.0223421252116125
14283944,10,0,19,30,138,591,0.6333333333333333,0.233502538071066,0.4565217391304347,0.0434782608695652,0.3115942028985507,0.1884057971014492,2.713153724247227,0.0,0,0.0250470573918875
14285833,5,139,450,178,493,602,2.5280898876404496,0.8189368770764119,0.2272727272727272,0.0757575757575757,0.5909090909090909,0.2121212121212121,3.0568927789934355,0.1321637200910179,0,0.0196013800959564
14289173,13,50,194,212,927,589,0.9150943396226416,1.5738539898132429,0.395,0.045,1.43,0.785,2.551094890510949,0.2472556797710404,0,0.0092769040906106
14289197,13,149,3784,4040,16939,593,0.9366336633663368,28.564924114671165,0.45,0.105,0.525,0.24,2.728515625,0.7117234142141252,0,0.0277278758010578
14292295,6,83,54,68,246,594,0.7941176470588235,0.4141414141414141,0.236180904522613,0.0854271356783919,0.7487437185929648,0.3567839195979899,2.4734982332155475,0.1144571390574773,0,0.0116056239403592
14294909,7,71,646,521,857,592,1.2399232245681382,1.447635135135135,0.095,0.045,0.715,0.195,2.8286290322580645,0.2089691897642864,0,0.0193768558467778
14297271,10,133,174,170,19273,591,1.0235294117647058,32.61082910321489,0.39,0.06,1.08,0.465,2.874485596707819,0.2559339434426655,0,0.0308140459757273
14297550,9,64,388,1057,3434,588,0.3670766319772942,5.840136054421769,0.125,0.02,0.69,0.245,2.664761904761905,0.4073559434067716,0,0.0238364650001432
14298191,5,140,752,739,7311,591,1.0175913396481733,12.370558375634518,0.025,0.02,0.37,0.16,2.7824,3.5358426727038546,0,0.010172650771897
14298897,6,26,182,232,7672,591,0.7844827586206896,12.981387478849408,0.2,0.015,0.555,0.17,2.3793565683646114,0.3304093002275449,0,0.0018160644492302
14300150,11,65,166,471,5574,588,0.3524416135881104,9.479591836734691,0.235,0.04,0.505,0.165,2.8568507157464214,0.2472556797710404,0,0.0238284390320118
14305410,6,52,44,65,2753,592,0.676923076923077,4.650337837837838,0.1,0.025,0.02,0.02,2.596654275092937,0.1144571390574773,0,0.0322050409270436
14309263,12,0,22,37,34,594,0.5945945945945946,0.0572390572390572,0.2941176470588235,0.088235294117647,2.5,0.9411764705882352,3.0751488095238093,0.0,0,0.015396740805847
14313415,4,24,72,70,2208,587,1.0285714285714285,3.761499148211243,0.275,0.005,0.0,0.0,2.6959847036328872,0.1748361678529921,0,0.0164165798152974
14313638,8,0,37,35,1205,586,1.0571428571428572,2.056313993174061,0.015,0.01,0.975,0.37,2.7773359840954277,0.0,0,0.0197415835873307
14313914,15,0,1506,789,14550,588,1.908745247148289,24.744897959183675,0.055,0.025,0.025,0.02,3.1822323462414577,1.4018079405479933,0,0.0172285338366932
14313934,9,22,51,27,51,594,1.8888888888888888,0.0858585858585858,3.7450980392156863,0.3333333333333333,1.6470588235294117,0.3333333333333333,3.19740932642487,0.0660818600455089,0,0.0265246896389922
14316583,5,136,854,831,1533,594,1.0276774969915763,2.580808080808081,0.17,0.07,0.66,0.29,2.6969111969111967,0.4578285562299093,0,0.0400816909324052
14318489,8,144,243,368,4399,599,0.6603260869565217,7.343906510851419,0.0103092783505154,0.0051546391752577,0.1958762886597938,0.0360824742268041,2.62593984962406,0.3369526938665577,0,0.0176435724383878
14320312,7,11,70,57,1595,585,1.2280701754385963,2.7264957264957266,0.0854271356783919,0.0201005025125628,1.0904522613065326,0.5778894472361809,2.445491251682369,0.0660818600455089,0,0.0064747026487547
14323523,7,149,605,1041,7867,587,0.5811719500480308,13.402044293015331,0.26,0.055,0.805,0.425,2.760869565217391,0.2643274401820359,0,0.0235760350941717
14324597,11,53,464,440,560,584,1.0545454545454545,0.958904109589041,0.065,0.025,0.47,0.14,2.611214953271028,0.6128179595347906,0,0.0331243024629862
14327853,11,21,107,125,2065,595,0.856,3.4705882352941178,0.075,0.05,0.545,0.235,2.862704918032787,0.2803615881095986,0,0.0178084465998545
14328397,10,141,391,562,10170,592,0.6957295373665481,17.179054054054053,0.005050505050505,0.005050505050505,0.1919191919191919,0.0202020202020202,2.5353901996370234,0.8741808392649608,0,0.0253639417573096
14329112,8,15,7,8,917,600,0.875,1.528333333333333,0.24,0.105,0.21,0.115,2.5393700787401574,0.1748361678529921,0,0.0027307968413496
14331497,8,62,128,85,232,590,1.5058823529411764,0.3932203389830508,0.1708542713567839,0.0351758793969849,0.4824120603015075,0.1909547738693467,2.628517823639775,0.0660818600455089,0,0.0083699905966816
14331643,5,0,194,75,312,595,2.5866666666666664,0.5243697478991597,0.725,0.145,0.435,0.185,2.67680608365019,0.0934538627031995,0,0.0160977667264656
14331826,9,128,109,93,881,586,1.1720430107526882,1.5034129692832765,0.1,0.065,0.355,0.165,2.577205882352941,0.4126810837146467,0,0.0164281381889809
14332872,7,0,142,122,3230,584,1.1639344262295082,5.530821917808219,0.15,0.025,1.09,0.765,3.2488372093023257,0.4073559434067716,0,0.0218400425935949
14336210,10,90,493,2792,1333,597,0.1765759312320917,2.2328308207705194,0.0653266331658291,0.0402010050251256,0.6984924623115578,0.1959798994974874,2.649621212121212,0.3558617071070626,0,0.0234062902517882
14337214,11,101,241,225,5158,589,1.0711111111111111,8.757215619694398,0.0,0.0,0.0,0.0,2.7948207171314743,0.3796113848311847,0,0.0188050415134273
14339276,11,32,4,17,2245,595,0.2352941176470588,3.773109243697479,0.51,0.275,0.43,0.28,3.3314917127071824,0.0,0,0.0402093802345058
14339672,5,29,164,285,1691,592,0.5754385964912281,2.856418918918919,0.34,0.04,0.52,0.235,2.665024630541872,0.2191687352197311,0,0.0176186067449578
14342659,9,98,248,340,1748,582,0.7294117647058823,3.0034364261168385,0.005,0.005,0.005,0.005,2.508928571428572,0.3099513977959015,0,0.0346737688350037
14342996,10,24,5,5,116,583,1.0,0.1989708404802744,0.3793103448275862,0.1034482758620689,2.0,1.0344827586206895,2.7363253856942498,0.3237336767310155,0,0.0
14344497,8,155,3428,4083,11008,595,0.8395787411217243,18.500840336134456,0.2010050251256281,0.050251256281407,0.2964824120603015,0.1055276381909547,2.591836734693877,0.4333277348199537,0,0.0227946783450634
14345816,8,56,22,30,199,593,0.7333333333333333,0.3355817875210792,0.2261306532663316,0.0150753768844221,0.3517587939698492,0.1206030150753768,2.645833333333333,0.0660818600455089,0,0.0279560291126394
14348712,13,111,146,85,844,588,1.7176470588235293,1.435374149659864,0.46,0.155,0.835,0.235,2.702127659574468,0.1477635311413854,0,0.0254050879891187
14349500,6,141,197,262,619,588,0.7519083969465649,1.0527210884353742,0.125,0.065,0.59,0.215,2.645833333333333,0.1477635311413854,0,0.023822317077935
14350968,8,39,401,200,832,595,2.005,1.3983193277310924,0.19,0.085,0.615,0.355,2.6865384615384613,0.2382615347721177,0,0.0279851623554219
14351392,6,74,276,295,2282,598,0.9355932203389832,3.8160535117056855,0.0202020202020202,0.0101010101010101,0.0151515151515151,0.0101010101010101,2.4761904761904763,0.3099513977959015,0,0.0112761342411285
14351655,12,0,28,26,114,596,1.0769230769230769,0.1912751677852349,0.087719298245614,0.0526315789473684,0.9035087719298246,0.2894736842105263,2.6711281070745696,0.0,0,0.0180498387376563
14352686,5,72,216,203,2546,582,1.064039408866995,4.374570446735395,0.075,0.035,0.325,0.065,2.818913480885312,0.2191687352197311,0,0.0330271892718725
14352745,15,38,30,55,1721,581,0.5454545454545454,2.9621342512908777,0.66,0.015,0.125,0.045,2.73921568627451,0.0934538627031995,0,0.0249345523837132
14359472,6,0,43,61,1358,588,0.7049180327868853,2.3095238095238093,0.085,0.035,1.015,0.33,2.983050847457627,0.1321637200910179,0,0.0266716550157466
14361797,12,86,292,296,1417,587,0.9864864864864864,2.41396933560477,0.0456852791878172,0.0101522842639593,0.467005076142132,0.1269035532994923,2.985042735042735,0.5118678868853311,0,0.0243131687767953
14361898,10,39,90,385,7031,584,0.2337662337662337,12.039383561643836,0.08,0.03,1.16,0.555,2.9978540772532187,0.1477635311413854,0,0.0273438705826537
14366357,7,160,459,528,5540,585,0.8693181818181818,9.47008547008547,0.035,0.02,0.365,0.14,2.645833333333333,0.4765230695442354,0,0.0254790984078281
14366956,8,36,56,94,1847,585,0.5957446808510638,3.157264957264957,0.28,0.045,0.81,0.49,2.985074626865672,0.2191687352197311,0,0.0164757946699935
14371239,9,160,529,1073,4745,593,0.4930102516309413,8.00168634064081,0.0150753768844221,0.0050251256281407,0.4974874371859296,0.1959798994974874,2.7338551859099804,0.1618668383655077,0,0.0245275196578985
14372079,11,81,122,151,8489,588,0.8079470198675497,14.437074829931973,0.07,0.015,0.18,0.115,2.827935222672065,0.2955270622827708,0,0.0326650944932045
14373248,9,105,314,282,2606,587,1.1134751773049645,4.439522998296423,0.44,0.02,0.285,0.12,2.75,0.2643274401820359,0,0.0335405933650992
14373269,6,25,128,130,735,580,0.9846153846153848,1.2672413793103448,0.075,0.035,0.96,0.3,2.7553956834532376,0.2643274401820359,0,0.0432153424464985
14376707,10,132,556,569,4398,590,0.9771528998242532,7.454237288135594,0.0251256281407035,0.0150753768844221,0.0804020100502512,0.0301507537688442,2.833671399594321,0.6234150208405369,0,0.035930474798134
14377035,9,0,26,42,717,589,0.6190476190476191,1.2173174872665535,0.11,0.055,0.48,0.19,2.8923395445134576,0.0660818600455089,0,0.0199097519674749
14377862,11,57,106,127,1245,591,0.8346456692913385,2.1065989847715736,0.19,0.03,0.82,0.305,2.886363636363636,0.0934538627031995,0,0.0196862093978596
14378019,8,153,162,120,3317,592,1.35,5.60304054054054,0.145,0.03,0.06,0.05,2.8804123711340206,0.1982455801365269,0,0.0227652748346075
14378613,8,156,2107,2014,1800,586,1.0461767626613705,3.0716723549488054,0.465,0.055,0.42,0.275,2.6063432835820897,1.0065289050401,0,0.0316251080790151
14380212,7,30,80,252,927,592,0.3174603174603174,1.5658783783783785,0.0765306122448979,0.0306122448979591,0.3010204081632653,0.1071428571428571,2.458844133099825,0.1477635311413854,0,0.0150902986475875
14381464,9,0,21,56,537,578,0.375,0.9290657439446368,0.22,0.045,0.655,0.35,2.833671399594321,0.0,0,0.0184739505063808
14381757,3,14,398,508,1977,578,0.7834645669291339,3.4204152249134947,0.7945945945945946,0.1243243243243243,0.1135135135135135,0.0594594594594594,2.816532258064516,0.2382615347721177,0,0.0185131002846635
14382367,10,102,64,102,355,580,0.6274509803921569,0.6120689655172413,0.54,0.16,0.205,0.075,2.7416829745596867,0.0934538627031995,0,0.0132744654827851
14394790,3,49,34,74,553,579,0.4594594594594595,0.9550949913644214,0.165,0.06,0.66,0.245,2.5696784073506893,0.1477635311413854,0,0.0094122672639318
14395124,8,56,420,560,1989,578,0.75,3.4411764705882355,0.035,0.015,0.915,0.27,2.6813819577735125,0.0660818600455089,0,0.0171310580084403
14396696,7,0,134,136,1250,583,0.9852941176470588,2.144082332761578,0.0,0.0,0.0,0.0,2.7995991983967934,0.1144571390574773,0,0.0231455093703994
14398060,7,26,6,12,16,583,0.5,0.0274442538593482,5.8125,2.3125,7.1875,4.5625,3.2258592471358427,0.0,0,0.0444824237878155
14400049,14,116,4082,4932,12571,587,0.8276561232765612,21.415672913117547,0.0828402366863905,0.0177514792899408,1.2248520710059172,0.1005917159763313,2.568014705882353,0.5286548803640718,0,0.0137582325485382
14400070,13,84,53,53,3498,581,1.0,6.02065404475043,0.24,0.05,0.92,0.63,3.023809523809524,0.1321637200910179,0,0.0312608491364321
14400518,10,23,897,976,4161,579,0.9190573770491804,7.186528497409326,1.0828729281767957,0.011049723756906,0.0,0.0,2.848178137651822,0.6199027955918031,0,0.0193178994281551
14401149,9,70,610,652,13344,585,0.9355828220858896,22.81025641025641,0.145,0.05,0.59,0.32,2.862068965517241,0.2472556797710404,0,0.0874433837602817
14401446,10,87,1280,1403,14093,586,0.9123307198859588,24.049488054607508,0.095,0.025,0.3,0.1,2.723196881091618,0.4126810837146467,0,0.0178962788721787
14402051,12,66,69,87,1470,582,0.7931034482758621,2.525773195876289,0.19,0.06,0.235,0.12,2.723196881091618,0.1477635311413854,0,0.0357890149612603
14402159,7,111,84,172,1645,585,0.4883720930232558,2.811965811965812,0.59,0.095,0.855,0.41,2.839430894308943,0.1321637200910179,0,0.0219985462439015
14402160,10,117,157,188,2435,587,0.8351063829787234,4.148211243611584,0.1041666666666666,0.046875,0.9166666666666666,0.546875,2.6308851224105463,0.1321637200910179,0,0.0248035110041079
14402300,8,115,1502,2976,20849,577,0.5047043010752689,36.13344887348354,0.1767676767676767,0.0404040404040404,1.121212121212121,0.4343434343434343,2.766336633663366,0.2382615347721177,0,0.0166630969004356
14402952,11,139,332,322,1763,589,1.031055900621118,2.99320882852292,0.965,0.03,0.02,0.02,2.723196881091618,0.2472556797710404,0,0.0224907341750705
14407062,12,81,820,1228,15696,586,0.6677524429967426,26.784982935153582,0.145,0.08,0.835,0.25,2.7773359840954277,0.1477635311413854,0,0.0286470127097502
14407767,7,12,89,170,892,589,0.5235294117647059,1.5144312393887946,0.04,0.03,0.545,0.14,2.588888888888889,0.1144571390574773,0,0.0260387649728379
14409856,8,15,92,195,566,583,0.4717948717948718,0.9708404802744426,0.1884816753926701,0.0418848167539267,0.8429319371727748,0.2513089005235602,3.0107758620689653,0.2289142781149546,0,0.0139269946678451
14410112,11,29,89,226,4258,576,0.3938053097345133,7.392361111111111,0.09,0.03,0.185,0.065,2.7073643410852712,0.343371417172432,0,0.0260509909311908
14410616,6,14,15,14,369,576,1.0714285714285714,0.640625,0.185,0.055,0.52,0.355,2.601489757914339,0.1144571390574773,0,0.0142139416901547
14412008,10,80,393,469,2301,588,0.837953091684435,3.913265306122449,0.0909090909090909,0.0353535353535353,0.8434343434343434,0.4090909090909091,2.550541516245487,0.0660818600455089,0,0.0219430694247137
14412248,11,100,202,127,952,580,1.5905511811023625,1.6413793103448275,0.3787878787878788,0.0404040404040404,0.8585858585858586,0.5,2.788423153692615,0.2089691897642864,0,0.0223914883465313
14415320,7,0,245,707,1914,584,0.3465346534653465,3.2773972602739727,0.025,0.015,0.815,0.38,2.7944111776447107,0.3738154508127982,0,0.0181592506337812
14416124,15,94,329,2076,30846,581,0.1584778420038535,53.091222030981065,0.0,0.0,0.015,0.005,2.755424063116371,0.4765230695442354,0,0.021031519124456
14421141,8,0,6,10,4,574,0.6,0.0069686411149825,10.25,2.75,57.5,27.25,2.221757322175732,0.0,0,0.0391101953601953
14421965,12,57,480,520,2678,575,0.9230769230769232,4.657391304347826,0.0552763819095477,0.0402010050251256,0.2160804020100502,0.135678391959799,2.84959349593496,0.5409033362939942,0,0.0395390612469352
14422310,8,28,139,269,145,575,0.516728624535316,0.2521739130434782,0.1034482758620689,0.0413793103448275,1.393103448275862,0.4,2.703275529865125,0.1321637200910179,0,0.0303746547908699
14423736,6,106,273,754,5591,587,0.3620689655172414,9.524701873935264,0.545,0.075,0.705,0.45,2.920997920997921,0.4530344078240516,0,0.0191069817464614
14424369,11,117,301,594,2395,575,0.5067340067340067,4.165217391304348,0.135,0.025,1.195,0.63,2.563302752293578,0.4625730203185628,0,0.0169942378183102
14424667,7,135,977,1491,12573,582,0.6552649228705567,21.603092783505154,0.0251256281407035,0.0201005025125628,0.2160804020100502,0.0854271356783919,2.723196881091618,0.4530344078240516,0,0.0200064881814119
14426420,14,33,30,44,225,589,0.6818181818181818,0.3820033955857385,0.75,0.05,0.365,0.235,2.6145251396648046,0.0660818600455089,0,0.0225820460333937
14427098,13,7,653,653,1540,577,1.0,2.6689774696707107,0.355,0.065,0.43,0.14,2.4752650176678443,1.0818066725879885,0,0.0155527429976159
14429598,12,0,68,44,238,583,1.5454545454545454,0.4082332761578044,0.115,0.035,0.975,0.25,2.7995991983967934,0.1144571390574773,0,0.0214075052768696
14430054,12,86,68,84,670,578,0.8095238095238095,1.1591695501730104,0.08,0.035,0.79,0.22,3.06359649122807,0.1321637200910179,0,0.0244043644196024
14431600,6,18,151,162,21668,589,0.9320987654320988,36.787775891341255,0.045,0.015,0.87,0.24,2.77645305514158,0.6128179595347906,0,0.0091668105968653
14432950,12,111,217,239,8920,589,0.9079497907949792,15.144312393887946,0.505,0.045,0.7,0.535,2.978678038379531,0.4073559434067716,0,0.0181029026198126
14434647,7,0,81,117,765,573,0.6923076923076923,1.3350785340314135,0.06,0.035,0.555,0.24,2.6161048689138577,0.2472556797710404,0,0.0249989649559547
14436101,9,0,121,82,1453,573,1.475609756097561,2.5357766143106457,0.21,0.075,0.84,0.37,2.73921568627451,0.0934538627031995,0,0.0201971975560117
14436641,7,92,184,134,1221,584,1.373134328358209,2.0907534246575343,0.31,0.08,0.475,0.225,2.6813819577735125,0.3169174675253912,0,0.0199612015562051
14439840,5,10,301,328,1429,573,0.9176829268292684,2.493891797556719,0.22,0.045,0.7,0.31,2.6063432835820897,0.0934538627031995,0,0.0326384469683687
14440083,12,76,191,651,2471,574,0.293394777265745,4.304878048780488,0.03,0.015,0.335,0.16,2.581651376146789,0.4719188739399877,0,0.017430576253936
14442445,5,98,2525,2605,25788,588,0.9692898272552783,43.85714285714285,0.15,0.035,0.485,0.265,2.583448275862069,0.8066318998366362,0,0.0022922948073701
14445709,9,15,434,174,1375,586,2.4942528735632186,2.34641638225256,0.2182741116751269,0.1015228426395939,0.4873096446700508,0.1065989847715736,2.6308851224105463,0.0934538627031995,0,0.0127023800671717
14451705,9,18,63,184,2793,576,0.3423913043478261,4.848958333333333,0.0804020100502512,0.0351758793969849,0.1407035175879397,0.1155778894472361,2.7718253968253967,0.2089691897642864,0,0.0195477289171783
14452026,6,73,167,182,497,584,0.9175824175824177,0.851027397260274,0.0351758793969849,0.0150753768844221,0.2412060301507537,0.1155778894472361,2.5316455696202533,0.272462488904917,0,0.0134034085572719
