UserID,LengthOfScreenName,LengthOfDescriptionInUserProfile,NumberOfFollowings,NumberOfFollowers,NumberOfTweets,Longevity,FollowRatio,TweetsPerDay,LinkAverage,UniqueLinkAverage,MentionAverage,UniqueMentionAverage,Compression_Ratio,FollowingChangeRate,label,Similarity
964981,12,88,1811,2469,2897,1040,0.7334953422438234,2.785576923076923,0.0,0.046875,0.0,0.0,0.0,0.7447047420544789,1,1.0
1091571,13,101,3697,5129,7819,1027,0.7208032754922987,7.613437195715677,0.16,0.015,0.525,0.255,2.5528301886792453,6.9865642870378535,1,0.0239209431739106
1303381,14,119,2990,3367,2361,1025,0.888030888030888,2.3034146341463413,0.77,0.135,0.26,0.16,2.5289719626168226,3.698813689201388,1,0.0385265628213093
1322691,9,22,13117,17053,893,1023,0.7691901718172756,0.8729227761485826,0.6129032258064516,0.04,0.3440860215053763,0.1666666666666666,2.449458483754513,6.384684184808047,1,0.0195306617660151
1467621,9,134,4942,7445,20577,1045,0.66380120886501,19.69090909090909,0.97,0.225,0.045,0.045,2.46448087431694,6.136724586152471,1,0.0240482568636817
1599001,7,89,1591,1683,488,1066,0.9453357100415924,0.4577861163227016,1.26,0.04,0.645,0.12,2.4917127071823204,2.573801497488028,1,0.0150186380778314
1907361,6,73,4995,4570,3033,1086,1.0929978118161925,2.792817679558011,0.517948717948718,0.115,0.1948717948717948,0.1589743589743589,2.8841354723707666,1.306684193210443,1,0.0295914259490154
2077351,12,138,1076,1370,1977,1034,0.7854014598540145,1.9119922630560928,0.175,0.055,0.385,0.235,2.473491773308958,3.027530159160899,1,0.0124872839206306
2157321,9,50,10316,12272,1896,1039,0.840612777053455,1.8248315688161691,1.0,0.005,0.0,0.0,2.812889812889813,1.786656021172309,1,0.0228209133568338
2219081,8,0,2001,1534,3681,1070,1.3044328552803128,3.44018691588785,0.975,0.005,0.01,0.01,2.6374269005847952,1.3814112143860136,1,0.0075242640161816
2243161,8,115,8266,8134,1309,1016,1.0162281780181952,1.2883858267716537,0.27,0.02,0.36,0.195,2.7556008146639512,3.392774238078285,1,0.0687259505345035
2269491,7,157,745,829,1064,1029,0.8986731001206273,1.034013605442177,0.9746192893401016,0.0304568527918781,0.1065989847715736,0.0913705583756345,2.6633858267716537,2.2699864378334067,1,0.0273918230513711
2695911,8,146,3452,3467,1146,1073,0.9956734929333718,1.0680335507921714,0.9675675675675676,0.0051546391752577,0.1945945945945946,0.0432432432432432,2.5055555555555555,1.5241863746942148,1,0.0365351004177282
2884771,8,138,62962,1234960,4068,1128,0.0509830277903737,3.606382978723404,0.9692307692307692,0.015,0.1179487179487179,0.082051282051282,2.459165154264973,3.489222332996705,1,0.0196556591034468
3060631,8,43,9214,8372,6667,1053,1.1005733397037745,6.331433998100665,0.903061224489796,0.075,0.096938775510204,0.086734693877551,2.478021978021978,2.0896918976428647,1,0.0143628968246396
3076591,11,114,18059,17113,3551,1077,1.055279611990884,3.297121634168988,0.315,0.075,0.41,0.225,2.652941176470588,5.631322259737326,1,0.0279664481411974
3136731,13,149,3449,6042,7403,1099,0.5708374710360807,6.736123748862602,0.0,0.045,0.0,0.0,0.0,4.4579549622461245,1,1.0
3291901,8,105,6071,5913,2072,1004,1.0267207847116524,2.0637450199203187,0.7444444444444445,0.045,0.3166666666666666,0.1833333333333333,2.627184466019417,3.5934195073019954,1,0.0421269428795811
3881391,6,139,17100,16779,8002,1027,1.0191310566779903,7.791626095423564,0.6137566137566137,0.045,0.5608465608465608,0.2751322751322751,2.711422845691383,6.024332030956957,1,0.0274456033923596
3908631,10,155,1998,1797,3523,1155,1.111853088480801,3.05021645021645,0.9204545454545454,0.015,0.2443181818181818,0.1477272727272727,2.7484787018255576,0.2089691897642864,1,0.0219213858351811
4000261,6,21,241,85,176,1090,2.835294117647059,0.1614678899082569,0.0,0.02,0.0,0.0,0.0,7.230400301822173,1,1.0
4046051,9,55,9811,8951,2195,1086,1.0960786504301196,2.0211786372007365,1.0050251256281406,0.025,0.0050251256281407,0.0050251256281407,3.3,5.23716980804072,1,0.034891457069399
4319321,10,28,565,215,471,1068,2.627906976744186,0.4410112359550562,0.0,0.035,0.0,0.0,0.0,1.3232882161709023,1,1.0
4567451,8,38,1715,620,5667,1088,2.7661290322580645,5.208639705882353,0.1708542713567839,0.0561224489795918,0.0703517587939698,0.0351758793969849,2.893390191897655,1.161613093145019,1,0.0582223985883041
5169871,11,37,1060,299,264,1018,3.5451505016722407,0.2593320235756385,0.7738693467336684,0.025,0.3065326633165829,0.1457286432160804,2.6739130434782608,2.4298004302831884,1,0.0238067772247402
5414782,4,67,7133,7060,1950,1005,1.0103399433427762,1.9402985074626864,0.985,0.02,0.025,0.025,2.446654611211573,3.2353127991427573,1,0.0179270984387377
5439702,6,105,13746,15414,4901,1017,0.8917866874270144,4.819075712881022,1.03,0.1,0.055,0.015,2.524253731343284,2.9751518254165576,1,0.037129873898736
5448632,8,116,786,341,71,1020,2.304985337243402,0.0696078431372549,2.0,0.015,1.3859649122807018,0.7368421052631579,3.106293706293706,4.354388440407715,1,0.0186091754491826
5609382,6,130,8172,7567,1670,981,1.079952425003304,1.7023445463812437,0.685,0.065,0.775,0.675,2.5673624288425048,2.083413390019319,1,0.0309976416431748
5693062,8,121,18933,17429,8103,1003,1.0862929600091802,8.07876370887338,0.11,0.02,0.04,0.035,2.4917127071823204,4.473112297322095,1,0.0494353712824885
5732162,14,99,22318,22359,1151,1159,0.998166286506552,0.993097497842968,1.0,0.02,0.0,0.0,2.7782340862423,3.817335772727718,1,0.0364973391078163
5751742,7,37,4851,4472,12101,1170,1.0847495527728086,10.342735042735043,1.4444444444444444,0.04,0.101010101010101,0.0202020202020202,2.7954545454545454,2.440193732994463,1,0.0596330923743947
5775622,7,143,13782,13694,743,976,1.0064261720461516,0.7612704918032787,0.7076923076923077,0.1,0.3692307692307692,0.2461538461538461,2.5384615384615383,3.721177444311465,1,0.0201734930215831
5884032,9,14,5223,5118,57,968,1.0205158264947245,0.0588842975206611,3.4035087719298245,0.06,0.1052631578947368,0.087719298245614,2.9995499549955,5.670347293415775,1,0.0275071274476898
5925162,7,157,8054,8000,2983,983,1.00675,3.034587995930824,0.95,0.025,0.395,0.11,2.6944444444444446,2.4601629512544267,1,0.0271054985538193
5925682,9,36,16967,15424,11152,967,1.1000389004149378,11.532574974146844,0.56,0.005,0.465,0.34,3.5142857142857142,3.204118528683283,1,0.0343178624397547
5971902,9,74,10937,11365,423,1007,0.9623405191377036,0.4200595829195631,0.2131979695431472,0.015,0.0304568527918781,0.0253807106598984,2.601923076923077,2.940457142963826,1,0.0170288399502992
6002602,8,145,16593,15082,1224,1016,1.1001856517703223,1.204724409448819,0.1206030150753768,0.03,0.7839195979899497,0.5276381909547738,2.978021978021978,0.9934281872982956,1,0.1503859563897616
6087712,14,151,14379,13072,5757,964,1.099984700122399,5.971991701244813,0.61,0.02,0.025,0.025,2.478021978021978,1.8121376312962063,1,0.0340988366103125
6154322,7,144,2597,10097,7730,962,0.2572051104288402,8.035343035343036,0.3618090452261306,0.028735632183908,1.4773869346733668,0.4773869346733668,2.46448087431694,2.7262271384608345,1,0.0189640738664389
6228472,10,0,423,63,20,1110,6.714285714285714,0.018018018018018,0.0,0.0495867768595041,0.0,0.0,0.0,0.7086490006438568,1,1.0
6267832,8,51,191,174,63,964,1.0977011494252873,0.0653526970954356,0.9032258064516128,0.0376344086021505,1.8548387096774197,1.1129032258064515,2.5299625468164795,3.2548251048070305,1,0.0210334575365219
6332272,11,133,4302,5119,2870,1137,0.8403985153350264,2.5241864555848723,1.020100502512563,0.0259067357512953,0.0,0.0,2.622093023255814,4.317629140787791,1,0.0220240351997719
6333392,11,15,9018,9111,2769,981,0.9897925584458348,2.8226299694189603,0.585,0.100502512562814,0.965,0.415,2.792181069958848,2.216452967120781,1,0.0684105328620783
6356472,11,115,1869,1431,2176,980,1.3060796645702306,2.220408163265306,0.0,0.0,0.0,0.0,2.577142857142857,3.5228511676403502,1,0.0166750055011127
6774442,12,156,339,150,53,975,2.26,0.0543589743589743,0.1132075471698113,0.02,0.0,0.0,3.074900793650793,0.1321637200910179,1,0.0258320164857545
6859412,13,157,3512,4492,1072,985,0.7818343722172751,1.0883248730964468,0.135678391959799,0.025,0.0402010050251256,0.0301507537688442,2.586998087954111,3.927286695165786,1,0.0343049953093302
6861662,12,104,3673,3567,1281,965,1.029716848892627,1.3274611398963732,0.345,0.1161616161616161,0.88,0.59,2.658301158301158,2.445921656777196,1,0.0709054751633856
6871812,9,81,9072,16454,4164,1133,0.5513552935456424,3.675198587819947,0.7606382978723404,0.0259067357512953,0.5,0.4521276595744681,2.4802158273381294,8.55123356631182,1,0.0384881868079861
6901952,6,0,949,82,6,975,11.573170731707316,0.0061538461538461,18.83333333333333,0.015,12.833333333333334,6.333333333333333,2.546979865771812,2.7785830952964585,1,0.020906432748538
6902602,8,68,462,127,11,955,3.637795275590552,0.0115183246073298,18.272727272727277,0.0100502512562814,0.0,0.0,2.2850467289719627,4.877539647517018,1,0.0176093366449097
6982452,12,0,2206,2005,1806,1061,1.1002493765586034,1.7021677662582468,0.0,0.03,0.0,0.0,0.0,0.6739053877331154,1,1.0
7024522,5,48,1659,738,44,962,2.247967479674797,0.0457380457380457,2.9545454545454546,0.11,0.6136363636363636,0.5,3.268703241895262,5.895005657593279,1,0.0432984718109323
7082702,12,147,20300,20006,1640,1034,1.0146955913226032,1.586073500967118,0.4271356783919598,0.02,0.4673366834170854,0.4020100502512563,2.6391554702495204,5.466851276749357,1,0.070560376158964
7087112,13,155,14368,23308,55415,957,0.6164407070533723,57.90491118077325,0.271356783919598,0.0854271356783919,0.135678391959799,0.1256281407035175,2.5434380776340118,4.921656979471526,1,0.0178902392060711
7103212,8,54,858,811,589,1071,1.057953144266338,0.5499533146591971,0.4587628865979381,0.1158536585365853,0.9175257731958762,0.6701030927835051,2.701375245579568,2.1666386740997687,1,0.0317270963921745
7159492,6,19,1400,1147,3865,963,1.2205754141238012,4.013499480789201,0.17,0.03,0.51,0.31,2.7509803921568627,0.6930723951927144,1,0.1277519746878642
7251502,9,111,7207,8420,2672,937,0.855938242280285,2.851654215581644,0.8715083798882681,0.03,0.0446927374301676,0.0446927374301676,2.521023765996344,5.667651254475532,1,0.0233437065497047
7283562,13,156,20390,20677,755,916,0.9861198433041544,0.824235807860262,0.015,0.0100502512562814,0.005,0.005,3.299043062200957,4.811739646733559,1,0.0225024326062003
7350652,6,115,99778,97754,7574,1098,1.0207050350880782,6.89799635701275,0.4070351758793969,0.0581395348837209,0.7939698492462312,0.3618090452261306,2.7335984095427435,6.5823517271633,1,0.0145782123609505
7361162,13,85,392,102,81,918,3.843137254901961,0.088235294117647,1.3076923076923077,0.05,2.0,1.448717948717949,2.539594843462247,2.787213474415813,1,0.0211017832692673
7400262,13,155,3051,3534,818,905,0.8633276740237691,0.9038674033149172,0.7929292929292929,0.045,0.1919191919191919,0.0707070707070707,2.6041666666666665,3.171929282184431,1,0.0274324888773949
7540482,8,16,12313,12244,16421,967,1.0056354132636394,16.981385729058946,0.2,0.1,0.135,0.115,2.744510978043912,4.076774133582156,1,0.0192581684739084
7545332,8,58,3374,3164,2001,1045,1.0663716814159292,1.9148325358851677,0.1785714285714285,0.03,0.9183673469387756,0.4336734693877551,3.3132530120481927,2.924822242947155,1,0.0842002621007346
7601182,7,50,1053,491,456,912,2.144602851323829,0.5,0.015,0.005,0.0,0.0,2.8947368421052637,1.6064825010565391,1,0.0378821335094105
7721172,11,160,2245,2246,4121,965,0.9995547640249332,4.270466321243523,0.783068783068783,0.135,0.3492063492063492,0.238095238095238,2.416520210896309,0.4530344078240516,1,0.0271598362417862
7831092,8,92,17866,16330,918,939,1.0940600122473974,0.977635782747604,1.1987951807228916,0.025,0.0903614457831325,0.0843373493975903,2.811860940695297,2.174685642092069,1,0.0686607313053332
7891352,12,153,11325,11076,3299,905,1.022481040086674,3.645303867403315,1.61,0.0252525252525252,0.005,0.005,2.614068441064638,3.692905981087636,1,0.0230682262970624
7891802,8,135,903,908,91,940,0.9944933920704846,0.0968085106382978,1.2637362637362637,0.106060606060606,1.835164835164835,0.7912087912087912,2.579737335834897,0.3099513977959015,1,0.0331634254144348
7934702,15,156,876,511,2122,1042,1.7142857142857142,2.036468330134357,0.6428571428571429,0.0404040404040404,0.4285714285714285,0.2091836734693877,2.624761904761905,2.675295355689661,1,0.028522471695319
7946942,5,14,1830,1623,1228,951,1.1275415896487986,1.2912723449001051,0.865,0.105,0.775,0.45,3.997093023255814,0.932199352707227,1,0.3030561907958124
7950312,15,38,4447,4048,1177,1023,1.0985671936758894,1.1505376344086022,0.5602094240837696,0.12,0.4345549738219895,0.193717277486911,3.055555555555556,1.5497569889795075,1,0.0317215734611515
7957772,7,47,33928,31295,22928,898,1.0841348458220164,25.53229398663697,0.95,0.0301507537688442,0.025,0.02,2.6544401544401546,2.171671523329478,1,0.0899007385932044
7967132,10,66,1879,1768,1470,883,1.0627828054298645,1.6647791619479049,0.507537688442211,0.0618556701030927,1.236180904522613,0.3869346733668342,2.8292181069958846,3.3649879798898974,1,0.0818367656050348
7977182,8,123,7704,7027,1790,950,1.09634267824107,1.8842105263157896,0.3128491620111732,0.05,0.2793296089385474,0.0614525139664804,2.59811320754717,1.2503274680229082,1,0.0600547455397674
8014432,8,43,688,551,484,916,1.2486388384754992,0.5283842794759825,0.4357142857142857,0.09,0.8,0.5785714285714286,2.7777777777777777,1.5707478818374845,1,0.0446493675340806
8014472,7,62,1837,1829,625,940,1.0043739748496443,0.6648936170212766,0.321608040201005,0.07,0.5276381909547738,0.371859296482412,2.433628318584071,1.0552426819949663,1,0.0218095458498404
8066562,11,36,660,7210,2524,964,0.0915395284327323,2.6182572614107884,0.2642487046632124,0.055,0.5440414507772021,0.3626943005181347,2.6595744680851063,1.8408276095847775,1,0.0227285861018834
8180582,10,40,1944,744,224,892,2.6129032258064515,0.2511210762331838,0.11,0.015,0.315,0.205,2.636015325670498,0.5798659685519716,1,0.0453391936664557
8205942,15,139,1065,791,886,998,1.3463969658659924,0.8877755511022044,0.5628140703517588,0.045,0.5326633165829145,0.4974874371859296,2.609108159392789,0.4432905934241562,1,0.026200379219607
8208482,7,31,705,206,121,1030,3.4223300970873787,0.1174757281553398,1.475,0.05,0.65,0.3333333333333333,3.160919540229885,1.8145457886793528,1,0.0566096518785637
8245052,15,139,1777,901,1152,893,1.9722530521642616,1.29003359462486,0.0203045685279187,0.015,0.3248730964467005,0.182741116751269,2.504553734061931,2.7358209293017044,1,0.0253314329244899
8293982,8,92,1444,1092,1806,1078,1.3223443223443223,1.675324675324675,0.8118279569892473,0.045,0.2419354838709677,0.1559139784946236,2.8867924528301887,0.0,1,0.0171563791550895
8377772,15,98,10293,9794,1906,862,1.0509495609556871,2.211136890951276,0.125,0.025,0.1,0.085,2.540590405904059,2.7206151372237177,1,0.0246646087983415
8431212,10,58,2001,889,91,909,2.250843644544432,0.1001100110011001,0.2954545454545454,0.0408163265306122,1.6136363636363635,0.9090909090909092,2.580827067669173,0.4578285562299093,1,0.0399149704478828
8440552,11,36,5986,7160,376,858,0.8360335195530726,0.4382284382284382,1.0101010101010102,0.02,0.005050505050505,0.005050505050505,2.6007532956685497,2.13823581528014,1,0.025947614393878
8571252,12,115,3644,3312,3330,992,1.1002415458937198,3.356854838709677,0.7526315789473684,0.13,0.4,0.1789473684210526,2.766599597585513,0.9576171300084336,1,0.0282633461107169
8614702,9,61,1772,819,95,868,2.1636141636141635,0.1094470046082949,0.031578947368421,0.005,0.0,0.0,2.8020408163265307,1.0448459488214323,1,0.0333478979327982
8729092,10,75,3549,3225,1688,868,1.1004651162790695,1.944700460829493,0.455,0.045,0.035,0.035,2.455357142857143,0.4578285562299093,1,0.0208891791292809
8773632,6,15,16613,17094,1427,1019,0.971861471861472,1.4003925417075564,0.5126903553299492,0.1234567901234567,0.4568527918781725,0.3401015228426396,2.6429942418426102,2.8880116609376407,1,0.0290122774614514
8833312,13,145,10691,13605,5243,945,0.7858140389562661,5.548148148148148,0.037037037037037,0.0210526315789473,0.6084656084656085,0.2751322751322751,2.783400809716599,3.158132221208852,1,0.0213632478183144
8865022,14,18,1917,1052,1106,863,1.8222433460076048,1.2815758980301275,0.18,0.04,0.43,0.345,2.52007299270073,0.7929823205461077,1,0.0323907528030896
8894582,11,73,805,705,752,875,1.1418439716312057,0.8594285714285714,0.9447236180904522,0.05,0.0603015075376884,0.050251256281407,2.685546875,2.632514198321979,1,0.0198350689476672
9028902,15,20,146,64,6,1030,2.28125,0.0058252427184466,5.166666666666667,0.0603015075376884,26.33333333333333,16.333333333333332,2.504950495049505,1.0690449676496976,1,0.0805555555555555
9045162,7,128,6757,6784,4213,836,0.9960200471698112,5.039473684210527,0.7379679144385026,0.06,0.4224598930481283,0.2085561497326203,2.685546875,2.060228503034592,1,0.030469107708697
9082652,12,61,21041,23332,2602,854,0.901808674781416,3.0468384074941453,0.9489795918367347,0.0100502512562814,0.1989795918367347,0.1173469387755102,2.539594843462247,7.742583435344763,1,0.0322217055461236
9126092,8,156,1749,1006,16381,929,1.7385685884691848,17.632938643702907,0.0408163265306122,0.0202020202020202,0.0153061224489795,0.0153061224489795,2.712031558185404,0.9598944629034296,1,0.026387087546409
9222382,7,109,1896,1159,99,973,1.635893011216566,0.1017471736896197,0.0326086956521739,0.0102564102564102,0.0108695652173913,0.0108695652173913,2.4855595667870034,1.0,1,0.0208764730092689
9237672,7,29,589,422,966,887,1.395734597156398,1.0890642615558062,0.4343434343434343,0.04,0.8585858585858586,0.3636363636363636,2.774193548387097,0.9934281872982956,1,0.055245064914592
9256422,11,151,20255,19726,4439,926,1.0268173983574975,4.793736501079914,0.365,0.025,4.81,2.035,2.811860940695297,6.660513900206737,1,0.0188151921940574
9283632,13,71,10270,9517,11857,884,1.0791215719239255,13.41289592760181,0.1584699453551912,0.0100502512562814,0.9672131147540984,0.9672131147540984,2.644230769230769,2.4045081386109484,1,0.0464859014388387
9285422,12,71,875,740,1382,947,1.1824324324324325,1.4593453009503696,0.025,0.025,0.875,0.32,2.5652985074626864,1.6925214388481755,1,0.0336212075154425
9337172,6,38,5835,5420,9,935,1.0765682656826567,0.0096256684491978,1.8888888888888888,0.02,1.8888888888888888,1.6666666666666667,2.393548387096774,2.8553175704197247,1,0.0271515791568587
9337212,14,14,2547,2694,3,831,0.94543429844098,0.003610108303249,65.0,0.1218274111675127,31.33333333333333,21.0,1.8663594470046083,7.042016756583302,1,0.0
9376622,7,149,9762,8874,5213,859,1.1000676132521974,6.068684516880093,1.4573643410852712,0.03,0.0155038759689922,0.0155038759689922,2.541589648798521,4.7441068936461175,1,0.0413225403907967
9502542,7,158,8189,7444,26752,841,1.1000806018269746,31.80975029726516,0.2060301507537688,0.05,0.457286432160804,0.236180904522613,2.513711151736746,2.712577851900308,1,0.0222011974117186
9520902,13,27,2852,2794,3111,867,1.0207587687902648,3.588235294117647,0.65,0.075,0.73,0.435,3.2051282051282053,1.355886406598375,1,0.047030959715194
9545532,11,79,3529,3312,7749,808,1.0655193236714977,9.590346534653465,1.127906976744186,0.03,0.0813953488372093,0.0348837209302325,2.8705636743215037,4.780327225648834,1,0.0200448945850308
9571962,9,60,1999,945,52,868,2.1153439153439155,0.0599078341013824,3.816326530612245,0.04,3.5306122448979598,3.346938775510204,3.02071465561885,1.2745407598314051,1,0.0225637194159037
9578362,14,149,325,504,270,896,0.6448412698412699,0.3013392857142857,0.0,0.04,0.0,0.0,0.0,6.012359904041052,1,1.0
9596392,9,48,1805,1732,1080,828,1.042147806004619,1.3043478260869563,0.175,0.03,0.875,0.505,2.450530035335689,1.8526506444768127,1,0.0260890657630351
9633112,6,64,1121,561,284,828,1.998217468805704,0.3429951690821256,0.2211055276381909,0.02,1.120603015075377,0.5879396984924623,2.7610441767068274,2.347534244812562,1,0.068602443152031
9666402,8,15,897,761,1204,946,1.178712220762155,1.2727272727272727,0.185,0.095,0.725,0.425,2.5749063670411987,0.9956236113842678,1,0.0319362979075736
9751642,6,129,11631,11326,2729,822,1.026929189475543,3.3199513381995134,0.8383838383838383,0.065,0.3939393939393939,0.2171717171717171,2.619047619047619,1.931128592797848,1,0.0274812800206165
9767082,9,34,1963,1941,941,978,1.011334363730036,0.9621676891615542,1.01,0.015,0.0,0.0,2.532228360957643,1.0258663396002867,1,0.0494159510190376
9783422,11,35,854,868,813,831,0.9838709677419356,0.9783393501805054,1.0,0.01,0.015,0.015,2.4909420289855078,0.490076190493971,1,0.0435456395170383
9814222,6,78,2414,2887,709,792,0.8361621059923796,0.8952020202020202,0.7243243243243244,0.035,0.4918918918918919,0.3243243243243243,2.5462962962962963,1.390862256513522,1,0.0247060198708057
9819072,6,39,22121,24910,1154,800,0.8880369329586512,1.4425,0.1451612903225806,0.025,0.6129032258064516,0.3924731182795699,2.789046653144016,3.196613929043311,1,0.0268629451093342
9836582,14,65,68782,69108,64812,826,0.99528274584708,78.46489104116223,0.2272727272727272,0.005,0.0,0.0,2.8947368421052637,5.649902422158515,1,0.0252175057896021
9922242,8,83,2072,4283,3490,798,0.4837730562689703,4.3734335839599,0.0408163265306122,0.015,0.9285714285714286,0.6632653061224489,2.5700934579439254,2.5618974954694376,1,0.0280536188470443
9934462,7,55,1389,2594,5225,994,0.5354664610639939,5.2565392354124745,1.0,0.005,0.0205128205128205,0.0102564102564102,2.701375245579568,1.485704234755603,1,0.018792736625202
10046572,7,51,3800,3604,17084,820,1.0543840177580466,20.834146341463416,0.89,0.0304568527918781,0.105,0.1,3.0898876404494384,1.213101694221889,1,0.075856192927952
10105822,13,108,5352,4938,4015,811,1.0838396111786148,4.950678175092478,0.12,0.045,0.79,0.42,2.6595744680851063,2.493660083362148,1,0.0205374330789166
10193122,9,106,13002,12073,3791,848,1.0769485629089703,4.470518867924528,1.0,0.02,0.0456852791878172,0.0456852791878172,2.4235500878734624,4.341834679519647,1,0.0157602006081903
10197782,5,152,5644,6444,15559,787,0.8758535071384234,19.770012706480305,0.6476683937823834,0.065,0.3005181347150259,0.1761658031088082,2.66990291262136,4.573991405754132,1,0.0313877507602412
10278192,14,0,797,387,50,858,2.0594315245478034,0.0582750582750582,1.66,0.06,2.18,1.0,3.110240334378265,1.733310939279815,1,0.0376998008406186
10336042,11,156,22456,20471,22263,891,1.0969664403302233,24.986531986531983,0.1,0.01,0.0,0.0,2.685546875,1.662585979652779,1,0.1211844665950106
10433782,8,107,1326,3185,26308,903,0.4163265306122449,29.133997785160577,0.1370558375634517,0.0404624277456647,0.1928934010152284,0.1116751269035533,2.7335984095427435,4.049367841115914,1,0.026848059897417
10492902,9,147,4748,4589,3890,791,1.034648071475267,4.917825537294564,1.0,0.0100502512562814,0.0,0.0,2.5605214152700184,2.219406270185731,1,0.036460026205606
10500072,12,159,12335,11226,9192,835,1.0987885266345985,11.008383233532934,0.1055276381909547,0.04,0.4371859296482412,0.2160804020100502,2.5845864661654137,2.6175424321831877,1,0.0138362782050008
10667662,7,86,53675,58173,2311,777,0.922678906021694,2.9742599742599745,1.0,0.01,0.0,0.0,2.80040733197556,2.1504544051133974,1,0.1321504559450499
10697222,12,157,2292,5081,3265,925,0.4510923046644361,3.5297297297297296,0.0276243093922651,0.0201005025125628,0.0,0.0,2.5749063670411987,3.946143991512059,1,0.0373536208189129
10736862,10,64,7282,6620,1025,927,1.1,1.10571736785329,1.0050251256281406,0.01,0.0,0.0,2.755511022044088,1.4731957360975136,1,0.0355531381496119
10746692,15,0,986,407,49,764,2.4226044226044228,0.0641361256544502,4.5227272727272725,0.015,0.0909090909090909,0.0909090909090909,3.5984900480439257,3.5042083246480584,1,0.0408422163410446
10778972,8,58,1716,688,7489,908,2.494186046511628,8.247797356828194,0.6918918918918919,0.13,0.254054054054054,0.1567567567567567,3.235294117647059,0.9484531189137884,1,0.0121613959584355
10779802,6,146,19802,19928,16219,823,0.9936772380570053,19.707168894289183,0.96,0.0358974358974358,0.105,0.105,2.4685816876122084,3.2954911635041024,1,0.0150448331531195
10793242,8,24,5453,5992,1406,786,0.9100467289719626,1.7888040712468194,0.5376884422110553,0.045,0.9346733668341708,0.6080402010050251,2.6544401544401546,1.1672383710481598,1,0.0158121409083049
10845372,8,159,3650,3328,4641,821,1.0967548076923077,5.652862362971986,0.42,0.07,0.035,0.03,2.653179190751445,1.997815400768012,1,0.1092994457260988
10870512,6,117,3426,3116,7,757,1.0994865211810012,0.0092470277410832,15.0,0.12,8.571428571428571,7.571428571428571,2.27720207253886,1.6873534223903426,1,0.0150150558980061
10987282,5,27,12453,11320,19489,857,1.1000883392226148,22.74095682613769,0.955,0.01,0.04,0.04,3.411910669975186,2.413571525958373,1,0.0701325530092808
11009092,8,158,1926,1414,3100,786,1.3620933521923622,3.944020356234097,0.905,0.02,0.205,0.125,2.5510204081632653,1.06553797634777,1,0.0335879927605309
11015372,14,139,504,222,1592,940,2.27027027027027,1.6936170212765955,0.02,0.01,0.015,0.015,2.557620817843866,0.7476309016255964,1,0.0222161376419931
11041822,12,62,15899,15673,2122,751,1.0144197026733874,2.825565912117177,0.3705583756345177,0.035,0.5177664974619289,0.2284263959390862,3.043956043956044,4.062825398456179,1,0.0907169118714989
11073902,8,135,5661,8850,3280,843,0.6396610169491526,3.8908659549228943,0.5918367346938775,0.1,0.0,0.0,2.6544401544401546,0.8173874667147509,1,0.0285113044440786
11228722,6,0,1894,1302,87,778,1.4546850998463905,0.1118251928020565,0.2674418604651162,0.06,1.0930232558139534,0.6744186046511628,2.8193018480492813,3.689356815461253,1,0.0314419380771996
