UserID,LengthOfScreenName,LengthOfDescriptionInUserProfile,NumberOfFollowings,NumberOfFollowers,NumberOfTweets,Longevity,FollowRatio,TweetsPerDay,LinkAverage,UniqueLinkAverage,MentionAverage,UniqueMentionAverage,Compression_Ratio,FollowingChangeRate,label,Similarity,HashtagTweetsCount,HashtagAverage,UniqueHashtagAverage,AverageCharactersInHashtag,AverageWordsInHashtag
13602,6,28,145,395,7468,1103,0.3670886075949367,6.770625566636447,0.325,0.09,0.91,0.42,2.4825688073394496,0.1477635311413854,0,0.0245398854872456,19.0,0.1,0.085,9.842105263157896,2.4473684210526314
15313,9,20,189,1665,3180,1087,0.1135135135135135,2.9254829806807727,0.245,0.105,0.305,0.215,2.4548736462093856,0.1144571390574773,0,0.0367293229153097,1.0,0.005,0.005,5.0,1.0
16683,8,75,70,322,4458,1086,0.21739130434782603,4.1049723756906085,0.325,0.055,0.36,0.175,2.4762773722627736,0.1982455801365269,0,0.0258587698580732,5.0,0.025,0.025,14.8,3.0
17363,10,128,277,868,4693,1090,0.3191244239631336,4.305504587155963,0.17,0.045,0.665,0.295,2.533707865168539,0.6803543900570268,0,0.0105953784649492,27.0,0.135,0.09,7.62962962962963,1.8148148148148149
21833,8,18,87,94,269,1083,0.9255319148936171,0.2483841181902123,0.045,0.025,0.66,0.135,2.75,0.1869077254063991,0,0.0193896599833258,0.0,0.0,0.0,0.0,0.0
25723,7,139,242,722,16787,1082,0.335180055401662,15.51478743068392,0.05,0.02,0.855,0.255,2.5384615384615383,0.2191687352197311,0,0.0241463021963924,11.0,0.06,0.03,6.045454545454546,1.4090909090909092
32613,15,51,182,490,8384,1092,0.3714285714285714,7.677655677655678,0.05,0.03,0.545,0.27,2.5673624288425048,0.1477635311413854,0,0.0146067379771133,16.0,0.09,0.085,11.6875,2.78125
46183,13,110,71,174,300,1078,0.4080459770114942,0.2782931354359926,0.04,0.025,0.22,0.105,2.8484210526315787,0.2089691897642864,0,0.0243650441544484,0.0,0.0,0.0,0.0,0.0
47203,3,25,259,485,4605,1073,0.534020618556701,4.2917054986020515,0.095,0.005,0.5,0.125,2.915948275862069,0.2472556797710404,0,0.029908267395490004,6.0,0.03,0.005,13.0,2.0
50263,4,117,130,150,3498,1087,0.8666666666666667,3.21803127874885,0.075,0.025,0.36,0.215,2.4591651542649733,0.3679282253909059,0,0.0321812497088028,17.0,0.085,0.035,6.117647058823529,1.7647058823529411
56733,8,0,672,780,6795,1080,0.8615384615384616,6.291666666666668,0.1269035532994923,0.0253807106598984,0.9086294416243654,0.4771573604060913,2.490808823529412,0.3496723357059843,0,0.0327624377559173,34.0,0.2233502538071066,0.14213197969543148,7.245098039215686,1.7745098039215688
60663,12,158,2855,5413,21166,1075,0.5274339552928136,19.689302325581394,0.0412371134020618,0.0412371134020618,0.5927835051546392,0.2474226804123711,2.6792079207920803,0.4432905934241562,0,0.0297203939301883,12.0,0.061855670103092786,0.061855670103092786,10.416666666666666,2.3333333333333335
63093,7,11,133,160,549,1073,0.83125,0.5116495806150979,0.185,0.07,0.31,0.12,2.632295719844358,0.1982455801365269,0,0.0176836083712239,19.0,0.105,0.05,7.447368421052632,1.8157894736842106
157763,6,0,262,325,2701,1060,0.8061538461538461,2.54811320754717,0.06,0.03,0.415,0.255,2.7848360655737703,0.2880441499395717,0,0.0149279258327479,4.0,0.025,0.025,6.25,1.5
198623,8,69,152,249,2871,1068,0.6104417670682731,2.6882022471910108,0.165,0.035,0.565,0.155,2.46,0.1982455801365269,0,0.0244838270197623,14.0,0.075,0.025,4.535714285714286,1.3571428571428572
304713,6,85,235,385,50356,1061,0.6103896103896104,47.46088595664467,0.1,0.045,0.73,0.265,2.642578125,0.2089691897642864,0,0.0294342860235233,19.0,0.13,0.1,10.789473684210526,2.223684210526316
451373,9,84,315,198,4694,1055,1.5909090909090908,4.449289099526066,0.005,0.005,0.77,0.13,2.915948275862069,0.2191687352197311,0,0.0273286649952019,10.0,0.055,0.045,7.35,1.4
627303,7,70,234,1845,5411,1038,0.1268292682926829,5.2129094412331405,0.165,0.055,0.52,0.335,2.738866396761133,0.1321637200910179,0,0.0151863730872533,1.0,0.005,0.005,10.0,2.0
638323,6,35,191,1014,11653,1044,0.1883629191321499,11.161877394636015,0.23,0.065,0.69,0.37,2.7333333333333334,0.1748361678529921,0,0.0229207896633482,1.0,0.005,0.005,10.0,2.0
639393,6,76,127,151,3116,1035,0.8410596026490066,3.010628019323672,0.155,0.065,0.465,0.185,2.6477495107632087,0.2472556797710404,0,0.0282165527501127,15.0,0.08,0.05,12.6,2.6666666666666665
642373,7,75,250,289,4238,1040,0.8650519031141869,4.075,0.265,0.03,0.385,0.175,2.543233082706767,0.2191687352197311,0,0.0267844691061497,2.0,0.01,0.01,11.0,2.5
647073,9,149,350,488,2458,1042,0.7172131147540983,2.3589251439539347,0.37,0.07,0.6,0.335,2.738866396761133,0.2559339434426655,0,0.0224816951857416,5.0,0.025,0.02,5.4,1.6
653843,4,26,58,202,3876,1045,0.2871287128712871,3.7090909090909085,0.1122448979591836,0.0714285714285714,0.5459183673469388,0.2551020408163265,2.547495682210708,0.2289142781149546,0,0.011998418417074,11.0,0.061224489795918366,0.025510204081632654,12.772727272727273,2.0
659203,7,0,13,43,640,1044,0.3023255813953488,0.6130268199233716,0.185,0.025,0.81,0.055,2.558320373250389,0.0,0,0.0117022137296727,3.0,0.015,0.01,3.6666666666666665,1.3333333333333333
660183,8,0,41,66,808,1041,0.6212121212121212,0.7761767531219981,0.15,0.03,0.535,0.14,2.2768,0.1321637200910179,0,0.0148010522867655,0.0,0.0,0.0,0.0,0.0
665333,13,28,165,396,5245,1031,0.4166666666666667,5.08729388942774,0.275,0.065,0.265,0.165,2.6529411764705877,0.1869077254063991,0,0.0219695098759461,4.0,0.03,0.03,13.25,2.375
666633,6,73,279,450,1900,1037,0.62,1.8322082931533268,0.285,0.035,0.82,0.39,2.4334532374100717,0.6440862997860244,0,0.0245026063244998,31.0,0.185,0.13,7.951612903225806,1.8387096774193548
674433,12,105,35067,35122,24670,1028,0.9984340299527362,23.99805447470817,0.875,0.055,0.25,0.235,2.7839506172839505,2.0506682263770726,0,0.0718484438875127,80.0,0.685,0.055,6.8479166666666655,1.1583333333333332
678323,7,67,1001,885,8324,1035,1.1310734463276837,8.042512077294687,0.055,0.01,0.99,0.36,2.586998087954111,0.5489171555600374,0,0.0320496706747353,5.0,0.025,0.025,6.8,1.8
680873,9,101,321,506,5837,1028,0.6343873517786561,5.678015564202335,0.215,0.07,0.545,0.33,2.4825688073394496,0.2803615881095986,0,0.0253401521455822,78.0,0.455,0.155,6.166666666666667,1.1773504273504274
702363,7,7,37,10,679,1026,3.7,0.6617933723196882,0.925,0.035,0.055,0.04,2.543233082706767,0.1144571390574773,0,0.0175077573684874,1.0,0.005,0.005,4.0,1.0
708623,7,41,101,128,2636,1036,0.7890625,2.5444015444015444,0.415,0.045,0.365,0.2,2.432142857142857,0.0934538627031995,0,0.027051275236542997,66.0,0.565,0.25,6.997474747474748,1.654040404040404
709433,5,28,346,297,4619,1024,1.164983164983165,4.5107421875,0.09,0.035,0.37,0.215,2.7005988023952097,0.2191687352197311,0,0.0178635553566198,12.0,0.07,0.035,10.5,2.625
713093,8,35,75,64,1709,1026,1.171875,1.665692007797271,0.25,0.05,0.335,0.145,2.7005988023952097,0.0660818600455089,0,0.0239396931108246,14.0,0.07,0.025,10.285714285714286,2.0
716013,12,27,148,107,1821,1027,1.383177570093458,1.7731256085686466,0.04,0.025,0.31,0.06,2.627184466019417,0.2803615881095986,0,0.0284622970394196,2.0,0.01,0.01,15.5,3.5
720043,14,24,172,188,2995,1021,0.9148936170212766,2.933398628795299,0.365,0.02,0.21,0.115,2.641325536062378,0.0934538627031995,0,0.0206561720446724,6.0,0.03,0.025,5.666666666666667,1.5
727053,9,159,310,616,9006,1018,0.5032467532467533,8.846758349705306,0.29,0.06,0.72,0.355,3.040449438202247,0.3028251257220228,0,0.004944765551905,7.0,0.035,0.03,5.857142857142857,1.1428571428571428
735513,4,22,76,221,1369,1031,0.3438914027149321,1.3278370514064015,0.195,0.02,0.455,0.12,2.577142857142857,0.1618668383655077,0,0.0122179970014008,1.0,0.005,0.005,8.0,2.0
738693,7,90,1,4721,20970,1019,0.0002118195297606,20.57899901864573,1.1436781609195403,0.0114942528735632,0.0,0.0,2.7610441767068274,0.0,0,0.0188845357346161,2.0,0.01,0.005,10.0,3.0
746493,9,0,0,0,121,1031,0.0,0.1173617846750727,0.9256198347107438,0.024793388429752,0.0082644628099173,0.0082644628099173,1.9888324873096448,0.0,0,0.0352651914116156,0.0,0.0,0.0,0.0,0.0
750963,3,0,60,56,192,1013,1.0714285714285714,0.1895360315893386,0.2741935483870967,0.1397849462365591,1.3279569892473118,0.6182795698924731,2.0359628770301623,0.1618668383655077,0,0.017478528874338,13.0,0.07526881720430108,0.05913978494623656,4.0,1.2307692307692308
751443,3,24,106,1277,1058,1022,0.0830070477682067,1.0352250489236792,0.2590673575129533,0.1450777202072538,0.5958549222797928,0.2694300518134715,2.1884753901560625,0.1618668383655077,0,0.0056274630468112,1.0,0.0051813471502590676,0.0051813471502590676,11.0,2.0
755113,9,120,309,3663,12927,1018,0.0843570843570843,12.698428290766207,0.3316582914572864,0.0753768844221105,0.3919597989949748,0.2412060301507537,2.579737335834897,1.4142135623730951,0,0.0323960746918391,2.0,0.010050251256281407,0.005025125628140704,16.0,3.0
756206,11,0,29,9,38,1021,3.2222222222222223,0.0372184133202742,0.0789473684210526,0.0526315789473684,0.4736842105263157,0.2105263157894736,3.2140326009922036,0.0660818600455089,0,0.03191030612063799,0.0,0.0,0.0,0.0,0.0
758371,15,147,222,257,4051,1008,0.8638132295719845,4.018849206349207,0.345,0.03,0.47,0.27,2.6647286821705425,0.1144571390574773,0,0.0225583235995859,39.0,0.26,0.12,6.995726495726497,1.1923076923076923
761223,13,46,425,598,2936,1019,0.7107023411371237,2.8812561334641806,0.745,0.04,0.295,0.175,3.0087527352297587,0.1982455801365269,0,0.0149800444613321,8.0,0.045,0.03,6.6875,1.3125
761483,9,65,1347,1706,26073,1007,0.7895662368112544,25.891757696127108,0.0353535353535353,0.0252525252525252,0.8383838383838383,0.4646464646464646,2.919661733615222,0.5203290863276842,0,0.0333985562266548,40.0,0.25757575757575757,0.11616161616161616,9.725000000000001,2.8000000000000003
766658,8,0,388,263,9326,1012,1.4752851711026616,9.215415019762846,0.1088082901554404,0.0310880829015544,0.9585492227979274,0.2487046632124352,2.811860940695297,0.498907102518326,0,0.0214588473712879,2.0,0.010362694300518135,0.010362694300518135,8.0,1.5
771528,6,47,152,231,7373,1006,0.658008658008658,7.329025844930418,0.25,0.075,0.39,0.18,2.5183150183150182,0.2089691897642864,0,0.0272941047495719,48.0,0.24,0.04,3.0,1.0833333333333333
780308,6,11,168,1004,14697,1005,0.1673306772908366,14.623880597014926,0.2110552763819095,0.0552763819095477,0.4723618090452261,0.2311557788944723,2.9848156182212584,0.3369526938665577,0,0.0311833918186291,0.0,0.0,0.0,0.0,0.0
781786,14,133,481,955,7358,1006,0.5036649214659686,7.314115308151092,0.17,0.055,1.05,0.56,2.675097276264592,0.1869077254063991,0,0.0248010032966818,20.0,0.115,0.075,7.8166666666666655,1.7166666666666663
782482,3,24,252,3438,10974,1006,0.0732984293193717,10.908548707753479,0.02,0.01,1.01,0.35,3.150684931506848,0.3099513977959015,0,0.0159833966988322,23.0,0.115,0.045,15.130434782608695,2.869565217391304
784998,8,154,270,1544,17168,1005,0.1748704663212435,17.082587064676616,0.08,0.015,1.26,0.575,3.456140350877193,0.3237336767310155,0,0.0177993554009339,23.0,0.125,0.06,13.608695652173912,2.782608695652174
790949,7,33,360,258,1922,1009,1.3953488372093024,1.904856293359762,0.4271356783919598,0.0552763819095477,0.5326633165829145,0.2763819095477386,2.6821705426356592,0.3496723357059843,0,0.0149949895649759,47.0,0.25125628140703515,0.08542713567839195,8.23404255319149,2.0638297872340425
794785,4,37,9,78,164,1002,0.1153846153846153,0.1636726546906187,0.9390243902439024,0.024390243902439,0.024390243902439,0.024390243902439,2.8234086242299794,0.0,0,0.0525947427592717,3.0,0.018292682926829267,0.006097560975609756,8.0,2.0
803835,5,40,128,255,1657,1001,0.5019607843137255,1.6553446553446554,1.045,0.015,0.005,0.005,2.298919567827131,0.0,0,0.1216073144676446,0.0,0.0,0.0,0.0,0.0
805817,9,139,2248,2632,6427,991,0.8541033434650456,6.485368314833503,0.615,0.075,0.565,0.475,2.580223880597015,0.2382615347721177,0,0.0332845949131061,103.0,0.535,0.125,3.529126213592233,1.2702265372168287
805922,12,7,207,187,2071,997,1.1069518716577542,2.077231695085256,0.0854271356783919,0.0351758793969849,0.7085427135678392,0.2814070351758794,2.722772277227723,0.0934538627031995,0,0.0272619925146902,25.0,0.135678391959799,0.09045226130653267,16.42,2.76
808664,4,0,17,32,172,994,0.53125,0.1730382293762575,0.9244186046511628,0.005813953488372,0.0,0.0,3.3052884615384617,0.1618668383655077,0,0.1390380914800337,78.0,0.45348837209302323,0.06976744186046512,14.35897435897436,3.4358974358974357
808851,6,117,725,732,2283,985,0.9904371584699454,2.3177664974619288,0.56,0.08,0.375,0.175,2.722772277227723,0.2880441499395717,0,0.0320656936809463,11.0,0.065,0.03,7.2727272727272725,1.8181818181818181
810719,13,154,269,444,8353,984,0.6058558558558559,8.488821138211383,0.26,0.045,0.35,0.22,2.6960784313725488,0.0934538627031995,0,0.0312843443224575,34.0,0.215,0.11,5.0,1.4191176470588236
812035,12,70,392,615,4812,987,0.6373983739837399,4.875379939209727,0.085,0.015,0.69,0.27,2.614068441064638,0.3738154508127982,0,0.0222874187530068,17.0,0.095,0.07,8.705882352941176,1.9705882352941178
813512,7,141,1975,3364,1537,997,0.5870986920332937,1.5416248746238717,0.315,0.035,1.17,0.88,2.5557620817843865,0.3853201470472625,0,0.0148983801420321,40.0,0.24,0.15,10.575,2.3375
813669,8,158,143,623,5101,990,0.2295345104333868,5.152525252525253,0.605,0.04,0.485,0.225,2.7013752455795683,0.1321637200910179,0,0.0230310796178212,82.0,0.67,0.21,7.463414634146342,1.618466898954704
813798,5,146,615,890,6110,990,0.6910112359550562,6.171717171717173,0.205,0.035,0.85,0.525,2.526605504587156,0.3369526938665577,0,0.0238627233476832,25.0,0.14,0.06,7.98,1.96
816986,6,41,61,101,1475,984,0.6039603960396039,1.4989837398373984,0.125,0.05,0.38,0.095,2.6240458015267176,0.0660818600455089,0,0.0287604947995739,27.0,0.135,0.005,15.0,2.0
818340,9,158,4915,14065,13836,994,0.3494489868467827,13.919517102615695,0.4797979797979798,0.106060606060606,0.5353535353535354,0.4545454545454545,2.685546875,0.6739053877331154,0,0.0215635520986327,6.0,0.030303030303030304,0.030303030303030304,5.5,1.5
820251,11,45,129,701,4168,985,0.1840228245363766,4.231472081218274,0.202020202020202,0.0656565656565656,0.494949494949495,0.2626262626262626,2.6803118908382064,0.1748361678529921,0,0.0224716856118806,1.0,0.005050505050505051,0.005050505050505051,2.0,1.0
820394,11,143,875,1596,12969,988,0.5482456140350878,13.126518218623481,0.2222222222222222,0.0707070707070707,1.383838383838384,0.6111111111111112,2.7335984095427435,0.5568156500335374,0,0.020743346261660998,23.0,0.12121212121212122,0.08080808080808081,9.73913043478261,2.347826086956522
820694,8,75,1785,8103,29999,988,0.2202887819326175,30.363360323886642,0.075,0.035,1.335,0.595,2.4819494584837547,1.2345110235428878,0,0.0329812173345012,17.0,0.095,0.065,4.882352941176471,1.3333333333333335
820972,9,74,357,401,2001,994,0.8902743142144638,2.01307847082495,0.13,0.05,0.725,0.385,2.6634429400386845,0.1618668383655077,0,0.0272710197611226,55.0,0.31,0.21,7.445454545454545,1.7454545454545454
821340,14,56,419,380,1957,994,1.1026315789473684,1.9688128772635816,0.2864321608040201,0.0653266331658291,0.6733668341708543,0.3768844221105528,2.5322283609576433,0.40196026221723297,0,0.030856481772839,25.0,0.15577889447236182,0.06532663316582915,8.34,1.96
823162,9,78,1458,7211,37701,996,0.2021910969352378,37.852409638554214,0.1288659793814432,0.0206185567010309,0.9639175257731959,0.4690721649484536,2.53690036900369,0.6993446714119687,0,0.0390571337751319,4.0,0.020618556701030927,0.020618556701030927,13.5,3.25
823806,11,28,153,136,916,980,1.125,0.9346938775510204,0.46,0.12,0.395,0.225,2.66990291262136,0.3237336767310155,0,0.0216738958941129,38.0,0.255,0.215,8.230263157894736,1.6666666666666667
849591,8,116,246,8626,25275,992,0.0285184326454903,25.478830645161292,0.25,0.035,0.645,0.36,2.743027888446215,0.1748361678529921,0,0.0256464592518617,30.0,0.18,0.1,8.3,1.922222222222222
859571,14,18,533,1974,23508,982,0.2700101317122593,23.938900203665987,0.18,0.025,0.515,0.295,2.736111111111111,0.2643274401820359,0,0.018813922935067,88.0,0.56,0.475,6.989015151515151,1.7844696969696974
864371,7,45,2057,1894,3287,992,1.0860612460401269,3.313508064516129,0.22,0.055,0.845,0.35,2.6595744680851063,0.7086490006438568,0,0.0382435226163212,43.0,0.245,0.085,7.03953488372093,2.083720930232558
913721,3,0,68,29,3162,987,2.3448275862068964,3.2036474164133737,0.07,0.02,0.165,0.05,2.6803118908382064,0.3738154508127982,0,0.0200372065970554,5.0,0.025,0.015,5.8,1.8
930581,6,33,803,857,1502,980,0.9369894982497082,1.5326530612244895,0.955,0.17,0.665,0.435,2.458928571428572,0.2643274401820359,0,0.0242681706247655,14.0,0.105,0.075,5.821428571428571,1.5
934071,9,40,1396,2281,4192,989,0.6120122753178431,4.238624873609707,0.385,0.05,0.455,0.32,2.7106299212598426,0.6608186004550898,0,0.0215359969362808,10.0,0.05,0.05,7.1,1.4
978381,10,128,189,168,4122,978,1.125,4.214723926380368,0.05,0.015,0.815,0.16,2.9633620689655173,0.1982455801365269,0,0.0298930017711292,9.0,0.055,0.04,7.0,1.6666666666666667
987901,6,152,1759,1371,8718,993,1.2830051057622174,8.779456193353473,0.405,0.09,0.54,0.275,2.4564831261101245,0.2289142781149546,0,0.0334337077984917,13.0,0.07,0.055,12.076923076923077,2.1153846153846154
988491,12,115,2234,3827,10665,987,0.5837470603605958,10.80547112462006,0.065,0.04,0.69,0.39,2.6290630975143405,0.5798659685519716,0,0.0265702607176864,5.0,0.025,0.02,10.0,2.0
1016461,11,34,369,479,3267,987,0.7703549060542797,3.310030395136778,0.08673469387755099,0.0357142857142857,0.5561224489795918,0.1989795918367347,2.8401639344262297,0.40196026221723297,0,0.0188924322781369,6.0,0.04081632653061224,0.04081632653061224,8.0,1.6666666666666667
1028821,13,28,731,485,1920,989,1.5072164948453608,1.9413549039433768,0.23,0.04,0.52,0.21,2.53690036900369,0.2191687352197311,0,0.0266741897085119,7.0,0.035,0.03,6.714285714285714,1.5714285714285714
1035761,8,55,456,563,6532,979,0.8099467140319716,6.672114402451482,0.69,0.02,0.085,0.07,2.5969868173257997,0.3619452538882463,0,0.0313467739541245,8.0,0.07,0.065,8.145833333333332,1.6666666666666667
1039441,11,79,597,562,2910,976,1.0622775800711743,2.9815573770491803,0.68,0.05,0.455,0.34,2.519125683060109,0.9180385394008944,0,0.013198209348098998,9.0,0.055,0.05,6.388888888888889,2.2222222222222223
1053341,14,75,676,1590,16015,984,0.4251572327044025,16.275406504065042,0.215,0.035,0.93,0.405,2.75,0.3738154508127982,0,0.0344990055845167,17.0,0.1,0.045,7.872549019607842,1.8725490196078431
1069651,8,0,70,186,3771,989,0.3763440860215054,3.812942366026289,0.1419753086419753,0.0617283950617283,0.9876543209876544,0.3518518518518518,3.076062639821029,0.1144571390574773,0,0.0182325118606419,56.0,0.33,0.155,8.584821428571429,1.638392857142857
1072341,10,34,1233,1507,13900,977,0.8181818181818182,14.227226202661207,0.0105263157894736,0.0105263157894736,0.2842105263157894,0.1473684210526315,2.5716911764705883,0.2382615347721177,0,0.0019970138111235,0.0,0.0,0.0,0.0,0.0
1095931,6,0,327,553,509,978,0.5913200723327305,0.5204498977505112,0.7,0.08,0.85,0.345,2.7120315581854046,0.2089691897642864,0,0.0355110100631679,38.0,0.225,0.12,7.157894736842105,1.4342105263157894
1097451,5,110,374,2722,9188,978,0.1373989713445995,9.394683026584866,0.05,0.025,0.805,0.415,2.6290630975143405,0.2089691897642864,0,0.0222889745656453,22.0,0.125,0.065,8.34848484848485,1.583333333333333
1101481,10,159,572,379,1548,977,1.5092348284960422,1.5844421699078812,0.3015075376884422,0.0452261306532663,0.5678391959798995,0.3065326633165829,2.6647286821705425,0.4282593998234223,0,0.0252205492717054,70.0,0.44221105527638194,0.12562814070351758,5.613571428571428,1.1790476190476191
1114011,12,53,87,156,1626,989,0.5576923076923077,1.6440849342770476,0.05,0.025,0.315,0.14,2.487410071942446,0.1321637200910179,0,0.0304722832312702,5.0,0.025,0.025,3.0,1.0
1114231,4,21,751,1173,24898,976,0.6402387041773231,25.510245901639344,0.0753768844221105,0.0201005025125628,0.7638190954773869,0.32160804020100503,2.6959064327485383,1.2149002151415942,0,0.019657924739957,6.0,0.03015075376884422,0.02512562814070352,10.666666666666666,2.5
1121591,6,17,494,446,4204,980,1.1076233183856503,4.289795918367346,0.9343434343434344,0.0353535353535353,0.1313131313131313,0.0909090909090909,2.706692913385827,0.2880441499395717,0,0.0110343731376146,7.0,0.03535353535353535,0.030303030303030304,6.142857142857143,1.2857142857142858
1144181,6,21,659,699,2960,986,0.9427753934191704,3.0020283975659234,0.3487179487179487,0.1076923076923077,0.7692307692307693,0.5076923076923077,2.473967684021544,0.2382615347721177,0,0.0147102401261479,27.0,0.22564102564102564,0.13333333333333333,7.037037037037037,1.2592592592592593
1145151,9,93,1164,583,1195,984,1.9965694682675807,1.2144308943089428,0.51,0.04,0.345,0.22,2.5557620817843865,0.7298980008898892,0,0.0550681168253742,22.0,0.115,0.045,13.681818181818182,3.25
1157891,11,101,406,362,1072,976,1.1215469613259668,1.098360655737705,0.465,0.095,0.885,0.47,2.4379432624113475,0.4945113595420808,0,0.0227253184997566,22.0,0.125,0.085,8.159090909090908,2.0
1330201,15,85,356,2318,1974,984,0.1535806729939603,2.006097560975609,0.18592964824120603,0.0703517587939698,0.9045226130653268,0.4120603015075377,2.685546875,0.3853201470472625,0,0.0296260622327036,67.0,0.36683417085427134,0.07537688442211055,6.022388059701493,1.965174129353234
1357191,10,112,220,1103,2603,971,0.19945602901178602,2.6807415036045312,0.3,0.155,0.965,0.4,2.541589648798521,0.3304093002275449,0,0.0293224950232608,6.0,0.05,0.045,9.233333333333333,1.9000000000000001
1387211,5,0,219,693,2995,979,0.3160173160173161,3.059244126659857,0.545,0.025,0.375,0.24,2.66990291262136,0.2382615347721177,0,0.0220615013662844,4.0,0.035,0.025,10.208333333333332,2.0
1393571,8,160,435,364,1771,977,1.195054945054945,1.8126919140225182,0.1218274111675127,0.0253807106598984,0.9137055837563453,0.3248730964467005,2.5605214152700184,0.2472556797710404,0,0.0201023342828741,7.0,0.03553299492385787,0.025380710659898477,11.0,3.0
1401261,8,52,406,1323,41436,987,0.3068783068783068,41.98176291793313,0.08,0.04,0.59,0.265,2.717391304347826,0.1618668383655077,0,0.0205900394813112,0.0,0.0,0.0,0.0,0.0
1421521,8,21,316,1041,1781,975,0.3035542747358309,1.8266666666666669,0.43,0.055,0.75,0.485,2.6960784313725488,0.2191687352197311,0,0.0272668147785808,32.0,0.185,0.105,4.6875,1.34375
1456331,15,13,237,116,4475,974,2.0431034482758617,4.594455852156059,0.145,0.04,0.735,0.31,2.5845864661654137,0.40196026221723297,0,0.0157352457989655,31.0,0.155,0.015,2.4516129032258065,1.064516129032258
1463931,6,12,37,53,721,983,0.6981132075471698,0.7334689725330621,0.06,0.02,0.42,0.085,2.726732673267327,0.1144571390574773,0,0.1213067892836577,1.0,0.005,0.005,11.0,2.0
1479681,7,20,153,859,962,971,0.1781140861466822,0.9907312049433572,0.17,0.055,1.015,0.62,2.5275735294117645,0.1477635311413854,0,0.0343464608802638,75.0,0.445,0.16,7.273333333333333,1.5466666666666666
1501881,8,53,28883,31756,3941,983,0.9095289079229122,4.0091556459816875,0.14,0.01,0.69,0.475,2.5045537340619313,0.5983966933565787,0,0.026050354709051003,3.0,0.015,0.015,11.666666666666666,2.0
1524641,5,95,1113,1074,17011,970,1.0363128491620113,17.537113402061856,0.245,0.07,0.9,0.52,2.5738317757009352,0.4530344078240516,0,0.0138664473319754,50.0,0.305,0.2,6.638333333333334,1.6266666666666665
1551941,8,32,127,133,678,982,0.9548872180451128,0.6904276985743381,0.24,0.05,0.545,0.28,3.4375,0.2880441499395717,0,0.0172558749263843,12.0,0.065,0.06,8.0,1.9583333333333333
